school,division,conference,state,gender
United States Coast Guard Academy,D3,,Connecticut,M
United States Coast Guard Academy,D3,,Connecticut,W
United States Merchant Marine Academy,D3,,New York,M
United States Merchant Marine Academy,D3,,New York,W
United States Military Academy (Army/Army West Point),D1,Patriot League,New York,M
United States Naval Academy (Navy/Annapolis),D1,Patriot League,Maryland,M
University at Albany (Albany),D1,America East Conference,New York,M
University of Akron,D1,Big East Conference,Ohio,M
University of Alabama at Birmingham (UAB),D1,American Conference,Alabama,M
University of Alabama in Huntsville,D2,Gulf South Conference,Alabama,M
University of Alabama in Huntsville,D2,Gulf South Conference,Alabama,W
University of Bridgeport,D2,Central Atlantic Collegiate Conference,Connecticut,M
University of Bridgeport,D2,Central Atlantic Collegiate Conference,Connecticut,W
University of California – Merced,NAIA,,California,M
University of California – Merced,NAIA,,California,W
University of California – Santa Cruz,D3,,California,M
University of California – Santa Cruz,D3,,California,W
"University of California, Berkeley (California/Cal)",D1,Atlantic Coast Conference,California,M
"University of California, Davis (UC Davis)",D1,Mountain West Conference,California,M
"University of California, Irvine (UC Irvine)",D1,Big West Conference,California,M
"University of California, Los Angeles (UCLA)",D1,Big Ten Conference,California,M
"University of California, Merced (UC Merced)",D2,California Collegiate Athletic Association,California,M
"University of California, Merced (UC Merced)",D2,California Collegiate Athletic Association,California,W
"University of California, Riverside (UC Riverside)",D1,Pac-12 Conference,California,M
"University of California, San Diego (UC San Diego/UCSD)",D1,Pac-12 Conference (West Coast Conference in 2027),California,M
"University of California, Santa Barbara (UC Santa Barbara)",D1,Big West Conference (West Coast Conference in 2027),California,M
University of Central Arkansas,D1,Atlantic Sun Conference,Arkansas,M
University of Central Florida (UCF),D1,Sun Belt Conference,Florida,M
University of Central Missouri,D2,Mid-America Intercollegiate Athletics Association,Missouri,W
University of Central Oklahoma,D2,Mid-America Intercollegiate Athletics Association,Oklahoma,W
University of Charleston,D2,Mountain East Conference,West Virginia,M
University of Charleston,D2,Mountain East Conference,West Virginia,W
University of Chicago,D3,,Illinois,M
University of Chicago,D3,,Illinois,W
University of Colorado Colorado Springs,D2,Rocky Mountain Athletic Conference,Colorado,W
University of Colorado Colorado Springs (UCCS),D2,Rocky Mountain Athletic Conference,Colorado,M
University of Connecticut (UConn),D1,Big East Conference,Connecticut,M
University of Dallas,D3,,Texas,M
University of Dallas,D3,,Texas,W
University of Dayton,D1,Atlantic 10 Conference,Ohio,M
University of Delaware,D1,The Summit League,Delaware,M
University of Denver,D1,West Coast Conference,Colorado,M
University of Detroit Mercy,D1,Horizon League,Michigan,M
University of Dubuque,D3,,Iowa,M
University of Dubuque,D3,,Iowa,W
University of Evansville,D1,Missouri Valley Conference,Indiana,M
University of Findlay,D2,Great Midwest Athletic Conference,Ohio,M
University of Findlay,D2,Great Midwest Athletic Conference,Ohio,W
University of Hartford,D3,,Connecticut,M
University of Hartford,D3,,Connecticut,W
University of Hawai'i at Hilo,D2,Pacific West Conference,Hawaii,M
University of Hawai'i at Hilo,D2,Pacific West Conference,Hawaii,W
University of Health Sciences & Pharmacy in St. Louis (UHSP),NAIA,,Missouri,M
University of Health Sciences & Pharmacy in St. Louis (UHSP),NAIA,,Missouri,W
University of Houston – Victoria,NAIA,,Texas,M
University of Houston – Victoria,NAIA,,Texas,W
University of Illinois Chicago (UIC),D1,Missouri Valley Conference,Illinois,M
University of Illinois at Springfield,D2,Great Lakes Valley Conference,Illinois,M
University of Illinois at Springfield,D2,Great Lakes Valley Conference,Illinois,W
University of Indianapolis,D2,Great Lakes Valley Conference,Indiana,M
University of Indianapolis,D2,Great Lakes Valley Conference,Indiana,W
University of Jamestown,D2,Independent,North Dakota,M
University of Jamestown,D2,Northern Sun Intercollegiate Conference,North Dakota,W
University of Kentucky,D1,Sun Belt Conference,Kentucky,M
University of La Verne,D3,,California,M
University of La Verne,D3,,California,W
University of Louisville,D1,Atlantic Coast Conference,Kentucky,M
University of Lynchburg,D3,,Virginia,M
University of Lynchburg,D3,,Virginia,W
University of Maine at Augusta,D3,,Maine,M
University of Maine at Farmington,D3,,Maine,M
University of Maine at Farmington,D3,,Maine,W
University of Maine at Presque Isle,D3,,Maine,M
University of Maine at Presque Isle,D3,,Maine,W
University of Mary,D2,Northern Sun Intercollegiate Conference,North Dakota,W
University of Mary Hardin-Baylor,D3,,Texas,M
University of Mary Hardin-Baylor,D3,,Texas,W
University of Mary Washington,D3,,Virginia,M
University of Mary Washington,D3,,Virginia,W
"University of Maryland, Baltimore County (UMBC)",D1,America East Conference,Maryland,M
"University of Maryland, College Park (Maryland)",D1,Big Ten Conference,Maryland,M
University of Massachusetts Amherst (UMass),D1,The Summit League,Massachusetts,M
University of Massachusetts Lowell (UMass Lowell),D1,America East Conference,Massachusetts,M
University of Massachusetts – Boston,D3,,Massachusetts,M
University of Massachusetts – Boston,D3,,Massachusetts,W
University of Massachusetts – Dartmouth,D3,,Massachusetts,M
University of Massachusetts – Dartmouth,D3,,Massachusetts,W
University of Memphis,D1,American Conference,Tennessee,M
University of Michigan,D1,Big Ten Conference,Michigan,M
University of Michigan – Dearborn,NAIA,,Michigan,M
University of Michigan – Dearborn,NAIA,,Michigan,W
University of Minnesota Crookston,D2,Northern Sun Intercollegiate Conference,Minnesota,W
University of Minnesota Duluth,D2,Northern Sun Intercollegiate Conference,Minnesota,W
University of Minnesota – Morris,D3,,Minnesota,M
University of Minnesota – Morris,D3,,Minnesota,W
University of Missouri–Kansas City (Kansas City),D1,The Summit League,Missouri,M
University of Missouri–St. Louis,D2,Great Lakes Valley Conference,Missouri,M
University of Missouri–St. Louis,D2,Great Lakes Valley Conference,Missouri,W
University of Mobile,NAIA,,Alabama,M
University of Mobile,NAIA,,Alabama,W
University of Montevallo,D2,Gulf South Conference,Alabama,M
University of Montevallo,D2,Gulf South Conference,Alabama,W
University of Mount Olive,D2,Conference Carolinas,North Carolina,M
University of Mount Olive,D2,Conference Carolinas,North Carolina,W
University of Mount Saint Vincent,D3,,New York,M
University of Mount Saint Vincent,D3,,New York,W
University of Mount Union,D3,,Ohio,M
University of Mount Union,D3,,Ohio,W
University of Nebraska Omaha (Omaha),D1,The Summit League,Nebraska,M
University of Nebraska at Kearney,D2,Mid-America Intercollegiate Athletics Association,Nebraska,W
"University of Nevada, Las Vegas (UNLV)",D1,Mountain West Conference,Nevada,M
University of New England,D3,,Maine,M
University of New England,D3,,Maine,W
University of New Hampshire,D1,America East Conference,New Hampshire,M
University of New Haven,D1,NEC,Connecticut,M
University of North Carolina Wilmington (UNC Wilmington/UNCW),D1,Coastal Athletic Association,North Carolina,M
University of North Carolina at Asheville (UNC Asheville),D1,Big South Conference,North Carolina,M
University of North Carolina at Chapel Hill (North Carolina),D1,Atlantic Coast Conference,North Carolina,M
University of North Carolina at Charlotte (Charlotte),D1,American Conference,North Carolina,M
University of North Carolina at Greensboro (UNC Greensboro),D1,Southern Conference,North Carolina,M
University of North Carolina at Pembroke,D2,Conference Carolinas,North Carolina,W
University of North Florida,D1,Atlantic Sun Conference,Florida,M
University of North Georgia,D2,Peach Belt Conference,Georgia,M
University of North Georgia,D2,Peach Belt Conference,Georgia,W
University of Northwestern Ohio,NAIA,,Ohio,M
University of Northwestern Ohio,NAIA,,Ohio,W
University of Northwestern – St. Paul,D3,,Minnesota,M
University of Northwestern – St. Paul,D3,,Minnesota,W
University of Notre Dame,D1,Atlantic Coast Conference,Indiana,M
University of Olivet,D3,,Michigan,M
University of Olivet,D3,,Michigan,W
University of Pennsylvania (Penn),D1,Ivy League,Pennsylvania,M
University of Pikeville,NAIA,,Kentucky,M
University of Pikeville,NAIA,,Kentucky,W
University of Pittsburgh (Pitt),D1,Atlantic Coast Conference,Pennsylvania,M
University of Pittsburgh at Johnstown,D2,Pennsylvania State Athletic Conference,Pennsylvania,M
University of Pittsburgh at Johnstown,D2,Pennsylvania State Athletic Conference,Pennsylvania,W
University of Pittsburgh – Bradford,D3,,Pennsylvania,M
University of Pittsburgh – Bradford,D3,,Pennsylvania,W
University of Pittsburgh – Greensburg,D3,,Pennsylvania,M
University of Pittsburgh – Greensburg,D3,,Pennsylvania,W
University of Portland,D1,West Coast Conference,Oregon,M
University of Providence,NAIA,,Montana,M
University of Providence,NAIA,,Montana,W
University of Puerto Rico at Bayamón,D2,Independent,Puerto Rico,M
University of Puerto Rico at Bayamón,D2,Independent,Puerto Rico,W
"University of Puerto Rico, Río Piedras",D2,Independent,Puerto Rico,W
University of Puget Sound,D3,,Washington,M
University of Puget Sound,D3,,Washington,W
University of Redlands,D3,,California,M
University of Redlands,D3,,California,W
University of Rhode Island,D1,Atlantic 10 Conference,Rhode Island,M
University of Rio Grande,NAIA,,Ohio,M
University of Rio Grande,NAIA,,Ohio,W
University of Rochester,D3,,New York,M
University of Rochester,D3,,New York,W
University of Saint Francis – Indiana,NAIA,,Indiana,M
University of Saint Francis – Indiana,NAIA,,Indiana,W
University of Saint Joseph,D3,,Connecticut,M
University of Saint Joseph,D3,,Connecticut,W
University of Saint Mary,NAIA,,Kansas,M
University of Saint Mary,NAIA,,Kansas,W
University of San Diego,D1,West Coast Conference,California,M
University of San Francisco,D1,West Coast Conference,California,M
University of Science & Arts of Oklahoma,NAIA,,Oklahoma,M
University of Science & Arts of Oklahoma,NAIA,,Oklahoma,W
University of Scranton,D3,,Pennsylvania,M
University of Scranton,D3,,Pennsylvania,W
University of Sioux Falls,D2,Northern Sun Intercollegiate Conference,South Dakota,W
University of South Carolina,D1,Sun Belt Conference,South Carolina,M
University of South Carolina Aiken,D2,Peach Belt Conference,South Carolina,M
University of South Carolina Aiken,D2,Peach Belt Conference,South Carolina,W
University of South Carolina Beaufort,D2,Peach Belt Conference,South Carolina,W
University of South Carolina Upstate (USC Upstate),D1,Big South Conference,South Carolina,M
University of South Florida,D1,American Conference,Florida,M
University of Southern Indiana,D1,Ohio Valley Conference,Indiana,M
University of Southern Maine,D3,,Maine,M
University of Southern Maine,D3,,Maine,W
University of St. Francis – Illinois,NAIA,,Illinois,M
University of St. Francis – Illinois,NAIA,,Illinois,W
University of St. Thomas,D1,The Summit League,Minnesota,M
University of St. Thomas – Texas,D3,,Texas,M
University of St. Thomas – Texas,D3,,Texas,W
University of Tampa,D2,Sunshine State Conference,Florida,M
University of Tampa,D2,Sunshine State Conference,Florida,W
University of Tennessee Southern,NAIA,,Tennessee,M
University of Tennessee Southern,NAIA,,Tennessee,W
University of Texas Permian Basin,D2,Lone Star Conference,Texas,W
University of Texas Rio Grande Valley (UTRGV),D1,Ohio Valley Conference,Texas,M
University of Texas at Dallas,D2,Lone Star Conference,Texas,M
University of Texas at Dallas,D3,,Texas,M
University of Texas at Dallas,D2,Lone Star Conference,Texas,W
University of Texas at Dallas,D3,,Texas,W
University of Texas at Tyler,D2,Lone Star Conference,Texas,M
University of Texas at Tyler,D2,Lone Star Conference,Texas,W
University of Tulsa,D1,American Conference,Oklahoma,M
University of Valley Forge,D3,,Pennsylvania,M
University of Valley Forge,D3,,Pennsylvania,W
University of Vermont,D1,America East Conference,Vermont,M
University of Virginia,D1,Atlantic Coast Conference,Virginia,M
University of Washington,D1,Big Ten Conference,Washington,M
University of West Alabama,D2,Gulf South Conference,Alabama,M
University of West Alabama,D2,Gulf South Conference,Alabama,W
University of West Florida,D1,Atlantic Sun Conference,Florida,M
University of Wisconsin – Eau Claire,D3,,Wisconsin,M
University of Wisconsin – Eau Claire,D3,,Wisconsin,W
University of Wisconsin – La Crosse,D3,,Wisconsin,W
University of Wisconsin – Oshkosh,D3,,Wisconsin,W
University of Wisconsin – Platteville,D3,,Wisconsin,M
University of Wisconsin – Platteville,D3,,Wisconsin,W
University of Wisconsin – River Falls,D3,,Wisconsin,M
University of Wisconsin – River Falls,D3,,Wisconsin,W
University of Wisconsin – Stevens Point,D3,,Wisconsin,M
University of Wisconsin – Stevens Point,D3,,Wisconsin,W
University of Wisconsin – Stout,D3,,Wisconsin,M
University of Wisconsin – Stout,D3,,Wisconsin,W
University of Wisconsin – Superior,D3,,Wisconsin,M
University of Wisconsin – Superior,D3,,Wisconsin,W
University of Wisconsin – Whitewater,D3,,Wisconsin,M
University of Wisconsin – Whitewater,D3,,Wisconsin,W
University of Wisconsin–Green Bay (Green Bay),D1,Horizon League,Wisconsin,M
University of Wisconsin–Madison (Wisconsin),D1,Big Ten Conference,Wisconsin,M
University of Wisconsin–Milwaukee (Milwaukee),D1,Horizon League,Wisconsin,M
University of Wisconsin–Parkside,D2,Great Lakes Intercollegiate Athletic Conference,Wisconsin,W
University of Wisconsin–Parkside (Parkside),D2,Great Lakes Intercollegiate Athletic Conference,Wisconsin,M
University of the Cumberlands,NAIA,,Kentucky,M
University of the Cumberlands,NAIA,,Kentucky,W
University of the District of Columbia,D2,East Coast Conference,District of Columbia,M
University of the Incarnate Word (UIW),D1,Ohio Valley Conference,Texas,M
University of the Ozarks,D3,,Arkansas,M
University of the Ozarks,D3,,Arkansas,W
University of the Pacific,D1,West Coast Conference,California,M
University of the Southwest,NAIA,,New Mexico,M
University of the Southwest,NAIA,,New Mexico,W
Upper Iowa University,D2,Great Lakes Valley Conference,Iowa,M
Upper Iowa University,D2,Great Lakes Valley Conference,Iowa,W
Ursinus College,D3,,Pennsylvania,M
Ursinus College,D3,,Pennsylvania,W
Ursuline College,D2,Great Midwest Athletic Conference,Ohio,W
Utah,D1,Big 12,Utah,W
Utah State,D1,Pac-12,Utah,W
Utah Tech,D1,Big Sky,Utah,W
Utah Tech University,D1,Mountain West Conference,Utah,M
Utah Valley,D1,Big West,Utah,W
Utah Valley University,D1,Big West Conference,Utah,M
Utica University,D3,,New York,M
Utica University,D3,,New York,W
VCU,D1,Atlantic 10,Virginia,W
VMI,D1,Southern,Virginia,W
Valdosta State University,D2,Gulf South Conference,Georgia,W
Valparaiso,D1,Missouri Valley,Indiana,W
Vanderbilt,D1,SEC,Tennessee,W
Vanguard University,D2,Pacific West Conference,California,M
Vanguard University,NAIA,,California,M
Vanguard University,D2,Pacific West Conference,California,W
Vanguard University,NAIA,,California,W
Vassar College,D3,,New York,M
Vassar College,D3,,New York,W
Vaughn College of Aeronautics & Technology,D3,,New York,M
Vermont,D1,America East,Vermont,W
Vermont State University – Castleton,D3,,Vermont,M
Vermont State University – Castleton,D3,,Vermont,W
Vermont State University – Johnson,D3,,Vermont,M
Vermont State University – Johnson,D3,,Vermont,W
Vermont State University – Lyndon,D3,,Vermont,M
Vermont State University – Lyndon,D3,,Vermont,W
Villanova,D1,Big East,Pennsylvania,W
Villanova University,D1,Big East Conference,Pennsylvania,M
Virginia,D1,ACC,Virginia,W
Virginia Commonwealth University (VCU),D1,Atlantic 10 Conference,Virginia,M
Virginia Military Institute (VMI),D1,Southern Conference,Virginia,M
Virginia Polytechnic Institute and State University (Virginia Tech),D1,Atlantic Coast Conference,Virginia,M
Virginia State University,D2,Independent,Virginia,M
Virginia State University,D2,Independent,Virginia,W
Virginia Tech,D1,ACC,Virginia,W
Virginia Wesleyan University,D3,,Virginia,M
Virginia Wesleyan University,D3,,Virginia,W
Viterbo University,NAIA,,Wisconsin,M
Viterbo University,NAIA,,Wisconsin,W
Wabash College,D3,,Indiana,M
Wagner,D1,NEC,New York,W
Wake Forest,D1,ACC,North Carolina,W
Wake Forest University,D1,Atlantic Coast Conference,North Carolina,M
Waldorf University,NAIA,,Iowa,M
Waldorf University,NAIA,,Iowa,W
Walla Walla University,NAIA,,Washington,M
Walla Walla University,NAIA,,Washington,W
Walsh University,D2,Great Midwest Athletic Conference,Ohio,M
Walsh University,D2,Great Midwest Athletic Conference,Ohio,W
Warner Pacific University,NAIA,,Oregon,M
Warner Pacific University,NAIA,,Oregon,W
Warner University,NAIA,,Florida,M
Warner University,NAIA,,Florida,W
Warren Wilson College,D3,,North Carolina,M
Warren Wilson College,D3,,North Carolina,W
Wartburg College,D3,,Iowa,M
Wartburg College,D3,,Iowa,W
Washburn University,D2,Mid-America Intercollegiate Athletics Association,Kansas,W
Washington,D1,Big Ten,Washington,W
Washington & Jefferson College,D3,,Pennsylvania,M
Washington & Jefferson College,D3,,Pennsylvania,W
Washington & Lee University,D3,,Virginia,M
Washington & Lee University,D3,,Virginia,W
Washington Adventist University,NAIA,,Maryland,M
Washington Adventist University,NAIA,,Maryland,W
Washington College,D3,,Maryland,M
Washington College,D3,,Maryland,W
Washington State,D1,Pac-12,Washington,W
Washington University in St. Louis,D3,,Missouri,M
Washington University in St. Louis,D3,,Missouri,W
Wayland Baptist University,NAIA,,Texas,M
Wayland Baptist University,NAIA,,Texas,W
Wayne State College,D2,Northern Sun Intercollegiate Conference,Nebraska,W
Wayne State University,D2,Great Lakes Intercollegiate Athletic Conference,Michigan,W
Waynesburg University,D3,,Pennsylvania,M
Waynesburg University,D3,,Pennsylvania,W
Webber International University,NAIA,,Florida,M
Webber International University,NAIA,,Florida,W
Weber State,D1,Big Sky,Utah,W
Webster University,D3,,Missouri,M
Webster University,D3,,Missouri,W
Wellesley College,D3,,Massachusetts,W
Wentworth Institute of Technology,D3,,Massachusetts,M
Wentworth Institute of Technology,D3,,Massachusetts,W
Wesleyan College,D3,,Georgia,W
Wesleyan University,D3,,Connecticut,M
Wesleyan University,D3,,Connecticut,W
West Chester University,D2,Pennsylvania State Athletic Conference,Pennsylvania,M
West Chester University,D2,Pennsylvania State Athletic Conference,Pennsylvania,W
West Florida,D1,ASUN,Florida,W
West Georgia,D1,UAC,Georgia,W
West Liberty University,D2,Mountain East Conference,West Virginia,M
West Liberty University,D2,Mountain East Conference,West Virginia,W
West Texas A&M University,D2,Lone Star Conference,Texas,M
West Texas A&M University,D2,Lone Star Conference,Texas,W
West Virginia,D1,Big 12,West Virginia,W
West Virginia State University,D2,Mountain East Conference,West Virginia,W
West Virginia University,D1,Sun Belt Conference,West Virginia,M
West Virginia University Institute of Technology,NAIA,,West Virginia,M
West Virginia University Institute of Technology,NAIA,,West Virginia,W
West Virginia Wesleyan College,D2,Mountain East Conference,West Virginia,M
West Virginia Wesleyan College,D2,Mountain East Conference,West Virginia,W
Westcliff University,NAIA,,California,M
Westcliff University,NAIA,,California,W
Western Carolina,D1,Southern,North Carolina,W
Western Colorado University,D2,Rocky Mountain Athletic Conference,Colorado,W
Western Connecticut State University,D3,,Connecticut,M
Western Connecticut State University,D3,,Connecticut,W
Western Illinois,D1,Ohio Valley,Illinois,W
Western Illinois University,D1,Ohio Valley Conference,Illinois,M
Western Kentucky,D1,CUSA,Kentucky,W
Western Michigan,D1,MAC,Michigan,W
Western Michigan University,D1,Missouri Valley Conference,Michigan,M
Western New England University,D3,,Massachusetts,M
Western New England University,D3,,Massachusetts,W
Western Oregon University,D2,Great Northwest Athletic Conference,Oregon,M
Western Oregon University,D2,Great Northwest Athletic Conference,Oregon,W
Western Washington University,D2,Great Northwest Athletic Conference,Washington,M
Western Washington University,D2,Great Northwest Athletic Conference,Washington,W
Westfield State University,D3,,Massachusetts,M
Westfield State University,D3,,Massachusetts,W
Westminster College – Missouri,D3,,Missouri,M
Westminster College – Missouri,D3,,Missouri,W
Westminster College – Pennsylvania,D3,,Pennsylvania,M
Westminster College – Pennsylvania,D3,,Pennsylvania,W
Westminster University,D2,Rocky Mountain Athletic Conference,Utah,M
Westminster University,D2,Rocky Mountain Athletic Conference,Utah,W
Westmont College,D2,Pacific West Conference,California,M
Westmont College,D2,Pacific West Conference,California,W
Wheaton College – Illinois,D3,,Illinois,M
Wheaton College – Illinois,D3,,Illinois,W
Wheaton College – Massachusetts,D3,,Massachusetts,M
Wheaton College – Massachusetts,D3,,Massachusetts,W
Wheeling University,D2,Mountain East Conference,West Virginia,M
Wheeling University,D2,Mountain East Conference,West Virginia,W
Whitman College,D3,,Washington,M
Whitman College,D3,,Washington,W
Whittier College,D3,,California,M
Whittier College,D3,,California,W
Whitworth University,D3,,Washington,M
Whitworth University,D3,,Washington,W
Widener University,D3,,Pennsylvania,M
Widener University,D3,,Pennsylvania,W
Wiley College,NAIA,,Texas,M
Wiley College,NAIA,,Texas,W
Wilkes University,D3,,Pennsylvania,M
Wilkes University,D3,,Pennsylvania,W
Willamette University,D3,,Oregon,M
Willamette University,D3,,Oregon,W
William & Mary,D1,CAA,Virginia,W
William Carey University,NAIA,,Mississippi,M
William Carey University,NAIA,,Mississippi,W
William Jewell College,D2,Great Lakes Valley Conference,Missouri,M
William Jewell College,D2,Great Lakes Valley Conference,Missouri,W
William Paterson University of New Jersey,D3,,New Jersey,M
William Paterson University of New Jersey,D3,,New Jersey,W
William Peace University,D3,,North Carolina,M
William Peace University,D3,,North Carolina,W
William Penn University,NAIA,,Iowa,M
William Penn University,NAIA,,Iowa,W
William Woods University,NAIA,,Missouri,M
William Woods University,NAIA,,Missouri,W
Williams Baptist University,NAIA,,Arkansas,M
Williams Baptist University,NAIA,,Arkansas,W
Williams College,D3,,Massachusetts,M
Williams College,D3,,Massachusetts,W
Wilmington College,D3,,Ohio,M
Wilmington College,D3,,Ohio,W
Wilmington University,D2,Central Atlantic Collegiate Conference,Delaware,M
Wilmington University,D2,Central Atlantic Collegiate Conference,Delaware,W
Wilson College,D3,,Pennsylvania,M
Wilson College,D3,,Pennsylvania,W
Wingate University,D2,South Atlantic Conference,North Carolina,M
Wingate University,D2,South Atlantic Conference,North Carolina,W
Winona State University,D2,Northern Sun Intercollegiate Conference,Minnesota,W
Winthrop,D1,Big South,South Carolina,W
Winthrop University,D1,Big South Conference,South Carolina,M
Wisconsin,D1,Big Ten,Wisconsin,W
Wisconsin Lutheran College,D3,,Wisconsin,M
Wisconsin Lutheran College,D3,,Wisconsin,W
Wittenberg University,D3,,Ohio,M
Wittenberg University,D3,,Ohio,W
Wofford,D1,Southern,South Carolina,W
Wofford College,D1,Southern Conference,South Carolina,M
Worcester Polytechnic Institute,D3,,Massachusetts,M
Worcester Polytechnic Institute,D3,,Massachusetts,W
Worcester State University,D3,,Massachusetts,M
Worcester State University,D3,,Massachusetts,W
Wright State,D1,Horizon,Ohio,W
Wright State University,D1,Horizon League,Ohio,M
Wyoming,D1,Mountain West,Wyoming,W
Xavier,D1,Big East,Ohio,W
Xavier University,D1,Big East Conference,Ohio,M
Xavier University of Louisiana,NAIA,,Louisiana,M
Xavier University of Louisiana,NAIA,,Louisiana,W
Yale,D1,Ivy League,Connecticut,W
Yale University,D1,Ivy League,Connecticut,M
Yeshiva University,D3,,New York,M
Yeshiva University,D3,,New York,W
York College of Pennsylvania,D3,,Pennsylvania,M
York College of Pennsylvania,D3,,Pennsylvania,W
York University,NAIA,,Nebraska,M
York University,NAIA,,Nebraska,W
Young Harris College,D2,Conference Carolinas,Georgia,M
Young Harris College,D2,Conference Carolinas,Georgia,W
Youngstown State,D1,Horizon,Ohio,W
